"Category","pred2.Gun Control","pred2.Gun Rights","pred2.Neither","pred1"
"Gun Rights",0.596491228,0.381578947,0.021929825,"Gun Control"
"Gun Control",0.632286996,0.345291480,0.022421525,"Gun Control"
"Gun Control",0.197969543,0.796954315,0.005076142,"Gun Rights"
"Gun Rights",0.013888889,0.986111111,0.000000000,"Gun Rights"
"Gun Rights",0.009900990,0.990099010,0.000000000,"Gun Rights"
"Neither",0.589552239,0.298507463,0.111940299,"Gun Control"
"Gun Rights",0.285714286,0.695852535,0.018433180,"Gun Rights"
"Neither",0.556701031,0.350515464,0.092783505,"Gun Control"
"Gun Rights",0.489795918,0.461224490,0.048979592,"Gun Control"
"Gun Rights",0.320512821,0.641025641,0.038461538,"Gun Rights"
"Gun Control",0.780821918,0.178082192,0.041095890,"Gun Control"
"Gun Rights",0.446808511,0.523404255,0.029787234,"Gun Rights"
"Neither",0.392857143,0.575892857,0.031250000,"Gun Rights"
"Gun Rights",0.589622642,0.396226415,0.014150943,"Gun Control"
"Neither",0.317535545,0.255924171,0.426540284,"Neither"
"Gun Rights",0.313636364,0.627272727,0.059090909,"Gun Rights"
"Gun Rights",0.468468468,0.427927928,0.103603604,"Gun Control"
"Gun Control",0.512077295,0.473429952,0.014492754,"Gun Control"
"Neither",0.469696970,0.156565657,0.373737374,"Gun Control"
"Neither",0.487068966,0.413793103,0.099137931,"Gun Control"
"Neither",0.471962617,0.378504673,0.149532710,"Gun Control"
"Neither",0.603524229,0.321585903,0.074889868,"Gun Control"
"Gun Control",0.893518519,0.101851852,0.004629630,"Gun Control"
"Gun Control",0.933014354,0.062200957,0.004784689,"Gun Control"
"Gun Control",0.932692308,0.067307692,0.000000000,"Gun Control"
"Gun Rights",0.019607843,0.980392157,0.000000000,"Gun Rights"
"Gun Rights",0.062500000,0.892857143,0.044642857,"Gun Rights"
"Gun Rights",0.013636364,0.981818182,0.004545455,"Gun Rights"
"Gun Rights",0.055299539,0.935483871,0.009216590,"Gun Rights"
"Gun Rights",0.016949153,0.978813559,0.004237288,"Gun Rights"
"Gun Rights",0.004587156,0.995412844,0.000000000,"Gun Rights"
"Gun Rights",0.017937220,0.982062780,0.000000000,"Gun Rights"
"Gun Rights",0.000000000,1.000000000,0.000000000,"Gun Rights"
"Gun Rights",0.022123894,0.973451327,0.004424779,"Gun Rights"
"Gun Rights",0.017543860,0.982456140,0.000000000,"Gun Rights"
"Gun Rights",0.000000000,1.000000000,0.000000000,"Gun Rights"
"Gun Rights",0.014218009,0.985781991,0.000000000,"Gun Rights"
"Gun Rights",0.036529680,0.963470320,0.000000000,"Gun Rights"
"Gun Rights",0.044052863,0.955947137,0.000000000,"Gun Rights"
"Gun Rights",0.009523810,0.980952381,0.009523810,"Gun Rights"
"Gun Rights",0.025252525,0.974747475,0.000000000,"Gun Rights"
"Neither",0.004115226,0.041152263,0.954732510,"Neither"
"Neither",0.013698630,0.009132420,0.977168950,"Neither"
"Neither",0.013333333,0.017777778,0.968888889,"Neither"
"Neither",0.009523810,0.014285714,0.976190476,"Neither"
"Neither",0.004830918,0.028985507,0.966183575,"Neither"
"Neither",0.004444444,0.088888889,0.906666667,"Neither"
"Neither",0.026881720,0.016129032,0.956989247,"Neither"
"Neither",0.010000000,0.015000000,0.975000000,"Neither"
"Neither",0.017543860,0.017543860,0.964912281,"Neither"
"Neither",0.012500000,0.016666667,0.970833333,"Neither"
"Neither",0.018867925,0.146226415,0.834905660,"Neither"
"Gun Control",0.907172996,0.088607595,0.004219409,"Gun Control"
"Gun Control",0.975728155,0.019417476,0.004854369,"Gun Control"
"Gun Control",0.855813953,0.125581395,0.018604651,"Gun Control"
"Gun Control",0.958904110,0.036529680,0.004566210,"Gun Control"
"Gun Control",0.900862069,0.099137931,0.000000000,"Gun Control"
"Gun Control",0.894736842,0.105263158,0.000000000,"Gun Control"
"Gun Control",0.962343096,0.033472803,0.004184100,"Gun Control"
"Gun Control",0.940677966,0.042372881,0.016949153,"Gun Control"
"Gun Control",0.957142857,0.042857143,0.000000000,"Gun Control"
"Gun Control",0.981042654,0.018957346,0.000000000,"Gun Control"
"Gun Control",0.861904762,0.123809524,0.014285714,"Gun Control"
"Gun Control",0.948113208,0.051886792,0.000000000,"Gun Control"
"Gun Control",0.848780488,0.131707317,0.019512195,"Gun Control"
"Gun Control",0.901785714,0.084821429,0.013392857,"Gun Control"
"Gun Control",0.902654867,0.097345133,0.000000000,"Gun Control"
"Gun Control",0.949541284,0.050458716,0.000000000,"Gun Control"
"Gun Control",0.943925234,0.056074766,0.000000000,"Gun Control"
"Gun Control",0.946188341,0.026905830,0.026905830,"Gun Control"
"Gun Control",0.923766816,0.076233184,0.000000000,"Gun Control"
"Gun Control",0.902912621,0.087378641,0.009708738,"Gun Control"
"Gun Control",0.968325792,0.027149321,0.004524887,"Gun Control"
"Gun Control",0.988095238,0.011904762,0.000000000,"Gun Control"
"Gun Control",0.904761905,0.095238095,0.000000000,"Gun Control"
"Gun Control",0.849514563,0.150485437,0.000000000,"Gun Control"
"Gun Control",0.945273632,0.054726368,0.000000000,"Gun Control"
"Gun Control",0.884422111,0.095477387,0.020100503,"Gun Control"
"Gun Control",0.822580645,0.166666667,0.010752688,"Gun Control"
"Gun Control",0.937500000,0.048076923,0.014423077,"Gun Control"
"Gun Control",0.900000000,0.100000000,0.000000000,"Gun Control"
"Gun Control",0.933333333,0.066666667,0.000000000,"Gun Control"
"Gun Control",0.774193548,0.211981567,0.013824885,"Gun Control"
"Gun Control",0.940909091,0.054545455,0.004545455,"Gun Control"
"Gun Control",0.866379310,0.120689655,0.012931034,"Gun Control"
"Gun Control",0.857798165,0.119266055,0.022935780,"Gun Control"
"Gun Control",0.922727273,0.068181818,0.009090909,"Gun Control"
"Gun Control",0.974747475,0.020202020,0.005050505,"Gun Control"
"Gun Control",0.896713615,0.103286385,0.000000000,"Gun Control"
"Gun Control",0.924170616,0.075829384,0.000000000,"Gun Control"
"Gun Control",0.940639269,0.054794521,0.004566210,"Gun Control"
"Gun Control",0.963963964,0.022522523,0.013513514,"Gun Control"
"Gun Control",0.920560748,0.070093458,0.009345794,"Gun Control"
"Gun Control",0.912195122,0.068292683,0.019512195,"Gun Control"
"Gun Control",0.952173913,0.030434783,0.017391304,"Gun Control"
"Gun Control",0.954918033,0.028688525,0.016393443,"Gun Control"
"Gun Control",0.958139535,0.041860465,0.000000000,"Gun Control"
"Gun Control",0.848780488,0.141463415,0.009756098,"Gun Control"
"Gun Control",0.918181818,0.072727273,0.009090909,"Gun Control"
"Gun Control",0.909090909,0.082251082,0.008658009,"Gun Control"
"Gun Rights",0.037735849,0.957547170,0.004716981,"Gun Rights"
"Gun Rights",0.004166667,0.995833333,0.000000000,"Gun Rights"
"Gun Rights",0.051063830,0.948936170,0.000000000,"Gun Rights"
"Gun Rights",0.017937220,0.982062780,0.000000000,"Gun Rights"
"Gun Rights",0.030701754,0.964912281,0.004385965,"Gun Rights"
"Gun Rights",0.032558140,0.967441860,0.000000000,"Gun Rights"
"Gun Rights",0.014851485,0.985148515,0.000000000,"Gun Rights"
"Gun Rights",0.096491228,0.899122807,0.004385965,"Gun Rights"
"Gun Rights",0.037735849,0.962264151,0.000000000,"Gun Rights"
"Gun Rights",0.099526066,0.900473934,0.000000000,"Gun Rights"
"Gun Rights",0.049773756,0.941176471,0.009049774,"Gun Rights"
"Gun Rights",0.042918455,0.952789700,0.004291845,"Gun Rights"
"Gun Rights",0.097165992,0.886639676,0.016194332,"Gun Rights"
"Gun Rights",0.044444444,0.955555556,0.000000000,"Gun Rights"
"Gun Rights",0.107981221,0.877934272,0.014084507,"Gun Rights"
"Gun Rights",0.127853881,0.867579909,0.004566210,"Gun Rights"
"Gun Rights",0.023923445,0.976076555,0.000000000,"Gun Rights"
"Gun Rights",0.008733624,0.982532751,0.008733624,"Gun Rights"
"Gun Rights",0.053398058,0.941747573,0.004854369,"Gun Rights"
"Gun Rights",0.018957346,0.981042654,0.000000000,"Gun Rights"
"Gun Rights",0.018779343,0.967136150,0.014084507,"Gun Rights"
"Gun Rights",0.009132420,0.986301370,0.004566210,"Gun Rights"
"Gun Rights",0.050000000,0.950000000,0.000000000,"Gun Rights"
"Gun Rights",0.113924051,0.886075949,0.000000000,"Gun Rights"
"Gun Rights",0.033816425,0.951690821,0.014492754,"Gun Rights"
"Gun Rights",0.200934579,0.789719626,0.009345794,"Gun Rights"
"Gun Rights",0.155172414,0.827586207,0.017241379,"Gun Rights"
"Gun Rights",0.036649215,0.958115183,0.005235602,"Gun Rights"
"Gun Rights",0.034632035,0.965367965,0.000000000,"Gun Rights"
"Gun Rights",0.004385965,0.986842105,0.008771930,"Gun Rights"
"Gun Rights",0.004878049,0.980487805,0.014634146,"Gun Rights"
"Gun Rights",0.014492754,0.985507246,0.000000000,"Gun Rights"
"Gun Rights",0.013513514,0.981981982,0.004504505,"Gun Rights"
"Gun Rights",0.030434783,0.969565217,0.000000000,"Gun Rights"
"Gun Rights",0.009478673,0.990521327,0.000000000,"Gun Rights"
"Gun Rights",0.022624434,0.972850679,0.004524887,"Gun Rights"
"Gun Rights",0.004219409,0.991561181,0.004219409,"Gun Rights"
"Gun Rights",0.009174312,0.986238532,0.004587156,"Gun Rights"
"Gun Rights",0.078602620,0.921397380,0.000000000,"Gun Rights"
"Gun Rights",0.032653061,0.967346939,0.000000000,"Gun Rights"
"Gun Rights",0.091703057,0.899563319,0.008733624,"Gun Rights"
"Gun Rights",0.250000000,0.741228070,0.008771930,"Gun Rights"
"Gun Rights",0.155251142,0.835616438,0.009132420,"Gun Rights"
"Gun Rights",0.054298643,0.941176471,0.004524887,"Gun Rights"
"Gun Rights",0.168831169,0.826839827,0.004329004,"Gun Rights"
"Gun Rights",0.014492754,0.980676329,0.004830918,"Gun Rights"
"Gun Rights",0.018348624,0.981651376,0.000000000,"Gun Rights"
"Gun Rights",0.082125604,0.898550725,0.019323671,"Gun Rights"
"Gun Rights",0.012658228,0.983122363,0.004219409,"Gun Rights"
"Gun Rights",0.210045662,0.767123288,0.022831050,"Gun Rights"
"Gun Rights",0.217777778,0.760000000,0.022222222,"Gun Rights"
"Gun Rights",0.005025126,0.994974874,0.000000000,"Gun Rights"
"Gun Rights",0.028846154,0.971153846,0.000000000,"Gun Rights"
"Gun Rights",0.012931034,0.987068966,0.000000000,"Gun Rights"
"Gun Rights",0.094594595,0.900900901,0.004504505,"Gun Rights"
"Gun Rights",0.073394495,0.926605505,0.000000000,"Gun Rights"
"Gun Rights",0.029850746,0.970149254,0.000000000,"Gun Rights"
"Gun Rights",0.088785047,0.901869159,0.009345794,"Gun Rights"
"Gun Rights",0.048458150,0.951541850,0.000000000,"Gun Rights"
"Gun Rights",0.060344828,0.935344828,0.004310345,"Gun Rights"
"Gun Rights",0.054347826,0.940217391,0.005434783,"Gun Rights"
"Gun Rights",0.022624434,0.977375566,0.000000000,"Gun Rights"
"Gun Rights",0.094827586,0.887931034,0.017241379,"Gun Rights"
"Gun Rights",0.027777778,0.958333333,0.013888889,"Gun Rights"
"Gun Rights",0.011811024,0.984251969,0.003937008,"Gun Rights"
"Gun Rights",0.087336245,0.908296943,0.004366812,"Gun Rights"
"Gun Rights",0.037037037,0.958333333,0.004629630,"Gun Rights"
"Gun Rights",0.032128514,0.959839357,0.008032129,"Gun Rights"
"Gun Rights",0.016806723,0.978991597,0.004201681,"Gun Rights"
"Gun Rights",0.004545455,0.986363636,0.009090909,"Gun Rights"
"Gun Rights",0.008333333,0.979166667,0.012500000,"Gun Rights"
"Gun Rights",0.045662100,0.954337900,0.000000000,"Gun Rights"
"Gun Rights",0.130044843,0.869955157,0.000000000,"Gun Rights"
"Gun Rights",0.061224490,0.938775510,0.000000000,"Gun Rights"
"Gun Rights",0.074074074,0.912037037,0.013888889,"Gun Rights"
"Gun Rights",0.043902439,0.951219512,0.004878049,"Gun Rights"
"Gun Rights",0.013513514,0.986486486,0.000000000,"Gun Rights"
"Gun Rights",0.074766355,0.920560748,0.004672897,"Gun Rights"
"Gun Rights",0.080357143,0.906250000,0.013392857,"Gun Rights"
"Gun Rights",0.077272727,0.922727273,0.000000000,"Gun Rights"
"Neither",0.019512195,0.053658537,0.926829268,"Neither"
"Neither",0.004032258,0.052419355,0.943548387,"Neither"
"Neither",0.004761905,0.042857143,0.952380952,"Neither"
"Gun Control",0.915841584,0.064356436,0.019801980,"Gun Control"
"Gun Control",0.772727273,0.218181818,0.009090909,"Gun Control"
"Gun Control",0.964912281,0.035087719,0.000000000,"Gun Control"
"Gun Control",0.866666667,0.119047619,0.014285714,"Gun Control"
"Gun Control",0.882629108,0.117370892,0.000000000,"Gun Control"
"Gun Control",0.925925926,0.069444444,0.004629630,"Gun Control"
"Gun Control",0.930735931,0.060606061,0.008658009,"Gun Control"
"Gun Control",0.829596413,0.170403587,0.000000000,"Gun Control"
"Gun Control",0.786729858,0.194312796,0.018957346,"Gun Control"
"Gun Control",0.922705314,0.077294686,0.000000000,"Gun Control"
"Gun Control",0.888372093,0.106976744,0.004651163,"Gun Control"
"Gun Control",0.869565217,0.120772947,0.009661836,"Gun Control"
"Gun Control",0.972602740,0.027397260,0.000000000,"Gun Control"
"Gun Control",0.888429752,0.095041322,0.016528926,"Gun Control"
"Gun Control",0.953586498,0.042194093,0.004219409,"Gun Control"
"Gun Control",0.879464286,0.098214286,0.022321429,"Gun Control"
"Gun Control",0.934497817,0.048034934,0.017467249,"Gun Control"
"Gun Control",0.878640777,0.087378641,0.033980583,"Gun Control"
"Gun Control",0.858536585,0.073170732,0.068292683,"Gun Control"
"Gun Control",0.955357143,0.044642857,0.000000000,"Gun Control"
"Gun Control",0.937219731,0.058295964,0.004484305,"Gun Control"
"Gun Control",0.872340426,0.127659574,0.000000000,"Gun Control"
"Gun Control",0.936936937,0.063063063,0.000000000,"Gun Control"
"Gun Control",0.777777778,0.222222222,0.000000000,"Gun Control"
"Gun Control",0.876847291,0.068965517,0.054187192,"Gun Control"
"Gun Control",0.910256410,0.085470085,0.004273504,"Gun Control"
"Gun Control",0.950450450,0.045045045,0.004504505,"Gun Control"
"Gun Control",0.963709677,0.036290323,0.000000000,"Gun Control"
"Gun Control",0.862222222,0.093333333,0.044444444,"Gun Control"
"Gun Control",0.907079646,0.075221239,0.017699115,"Gun Control"
"Gun Control",0.936936937,0.049549550,0.013513514,"Gun Control"
"Gun Control",0.876146789,0.123853211,0.000000000,"Gun Control"
"Gun Control",0.866071429,0.107142857,0.026785714,"Gun Control"
"Gun Control",0.895734597,0.099526066,0.004739336,"Gun Control"
"Gun Control",0.897674419,0.074418605,0.027906977,"Gun Control"
"Gun Control",0.949541284,0.050458716,0.000000000,"Gun Control"
"Gun Control",0.883408072,0.116591928,0.000000000,"Gun Control"
"Gun Control",0.828571429,0.138095238,0.033333333,"Gun Control"
"Gun Control",0.895454545,0.104545455,0.000000000,"Gun Control"
"Gun Control",0.853211009,0.142201835,0.004587156,"Gun Control"
"Gun Control",0.922330097,0.077669903,0.000000000,"Gun Control"
"Gun Control",0.930555556,0.069444444,0.000000000,"Gun Control"
"Gun Control",0.851851852,0.106481481,0.041666667,"Gun Control"
"Gun Control",0.910377358,0.089622642,0.000000000,"Gun Control"
"Gun Control",0.882845188,0.112970711,0.004184100,"Gun Control"
"Gun Control",0.962962963,0.037037037,0.000000000,"Gun Control"
"Gun Control",0.906250000,0.053571429,0.040178571,"Gun Control"
"Gun Control",0.934883721,0.055813953,0.009302326,"Gun Control"
"Gun Control",0.959641256,0.040358744,0.000000000,"Gun Control"
"Gun Control",0.907834101,0.069124424,0.023041475,"Gun Control"
"Gun Control",0.795652174,0.195652174,0.008695652,"Gun Control"
"Gun Control",0.829493088,0.161290323,0.009216590,"Gun Control"
"Gun Control",0.882629108,0.107981221,0.009389671,"Gun Control"
"Gun Control",0.842105263,0.149797571,0.008097166,"Gun Control"
"Gun Control",0.887892377,0.098654709,0.013452915,"Gun Control"
"Gun Control",0.813852814,0.186147186,0.000000000,"Gun Control"
"Gun Control",0.951417004,0.048582996,0.000000000,"Gun Control"
"Gun Control",0.919047619,0.080952381,0.000000000,"Gun Control"
"Gun Control",0.944915254,0.038135593,0.016949153,"Gun Control"
"Gun Control",0.835748792,0.164251208,0.000000000,"Gun Control"
"Gun Control",0.863636364,0.118181818,0.018181818,"Gun Control"
"Gun Control",0.905829596,0.089686099,0.004484305,"Gun Control"
"Gun Control",0.914163090,0.085836910,0.000000000,"Gun Control"
"Gun Control",0.899543379,0.082191781,0.018264840,"Gun Control"
"Gun Control",0.954166667,0.029166667,0.016666667,"Gun Control"
"Gun Control",0.878378378,0.121621622,0.000000000,"Gun Control"
"Gun Control",0.893333333,0.106666667,0.000000000,"Gun Control"
"Gun Control",0.862559242,0.104265403,0.033175355,"Gun Control"
"Gun Control",0.949367089,0.037974684,0.012658228,"Gun Control"
"Gun Control",0.863247863,0.128205128,0.008547009,"Gun Control"
"Gun Control",0.908296943,0.087336245,0.004366812,"Gun Control"
"Gun Rights",0.072727273,0.922727273,0.004545455,"Gun Rights"
"Gun Rights",0.116822430,0.883177570,0.000000000,"Gun Rights"
"Gun Rights",0.039647577,0.960352423,0.000000000,"Gun Rights"
"Gun Rights",0.095022624,0.904977376,0.000000000,"Gun Rights"
"Gun Rights",0.086757991,0.913242009,0.000000000,"Gun Rights"
"Gun Rights",0.150684932,0.849315068,0.000000000,"Gun Rights"
"Gun Rights",0.032258065,0.963709677,0.004032258,"Gun Rights"
"Gun Rights",0.061855670,0.922680412,0.015463918,"Gun Rights"
"Gun Rights",0.088105727,0.903083700,0.008810573,"Gun Rights"
"Gun Rights",0.069124424,0.930875576,0.000000000,"Gun Rights"
"Gun Rights",0.109589041,0.890410959,0.000000000,"Gun Rights"
"Gun Rights",0.069124424,0.930875576,0.000000000,"Gun Rights"
"Gun Rights",0.074418605,0.925581395,0.000000000,"Gun Rights"
"Gun Rights",0.149321267,0.832579186,0.018099548,"Gun Rights"
"Gun Rights",0.150442478,0.849557522,0.000000000,"Gun Rights"
"Gun Rights",0.120930233,0.879069767,0.000000000,"Gun Rights"
"Gun Rights",0.068376068,0.918803419,0.012820513,"Gun Rights"
"Gun Rights",0.126168224,0.869158879,0.004672897,"Gun Rights"
"Gun Rights",0.075000000,0.925000000,0.000000000,"Gun Rights"
"Gun Rights",0.037500000,0.958333333,0.004166667,"Gun Rights"
"Gun Rights",0.102439024,0.897560976,0.000000000,"Gun Rights"
"Gun Rights",0.034934498,0.951965066,0.013100437,"Gun Rights"
"Gun Rights",0.129629630,0.865740741,0.004629630,"Gun Rights"
"Gun Rights",0.033653846,0.966346154,0.000000000,"Gun Rights"
"Gun Rights",0.018264840,0.977168950,0.004566210,"Gun Rights"
"Gun Rights",0.088235294,0.907563025,0.004201681,"Gun Rights"
"Gun Rights",0.095890411,0.894977169,0.009132420,"Gun Rights"
"Gun Rights",0.228699552,0.762331839,0.008968610,"Gun Rights"
"Gun Rights",0.091666667,0.900000000,0.008333333,"Gun Rights"
"Gun Rights",0.075313808,0.907949791,0.016736402,"Gun Rights"
"Gun Rights",0.066371681,0.893805310,0.039823009,"Gun Rights"
"Gun Rights",0.113207547,0.886792453,0.000000000,"Gun Rights"
"Gun Rights",0.051886792,0.943396226,0.004716981,"Gun Rights"
"Gun Rights",0.103960396,0.896039604,0.000000000,"Gun Rights"
"Gun Rights",0.083333333,0.912037037,0.004629630,"Gun Rights"
"Gun Rights",0.094059406,0.896039604,0.009900990,"Gun Rights"
"Gun Rights",0.056768559,0.943231441,0.000000000,"Gun Rights"
"Gun Rights",0.155844156,0.839826840,0.004329004,"Gun Rights"
"Gun Rights",0.021929825,0.969298246,0.008771930,"Gun Rights"
"Gun Rights",0.095238095,0.891774892,0.012987013,"Gun Rights"
"Gun Rights",0.064220183,0.912844037,0.022935780,"Gun Rights"
"Gun Rights",0.031250000,0.919642857,0.049107143,"Gun Rights"
"Gun Rights",0.067307692,0.932692308,0.000000000,"Gun Rights"
"Gun Rights",0.060344828,0.939655172,0.000000000,"Gun Rights"
"Gun Rights",0.089201878,0.887323944,0.023474178,"Gun Rights"
"Gun Rights",0.057777778,0.920000000,0.022222222,"Gun Rights"
"Gun Rights",0.079207921,0.920792079,0.000000000,"Gun Rights"
"Gun Rights",0.033018868,0.966981132,0.000000000,"Gun Rights"
"Gun Rights",0.139013453,0.847533632,0.013452915,"Gun Rights"
"Gun Rights",0.025974026,0.935064935,0.038961039,"Gun Rights"
"Gun Rights",0.094420601,0.905579399,0.000000000,"Gun Rights"
"Gun Rights",0.042452830,0.952830189,0.004716981,"Gun Rights"
"Gun Rights",0.057777778,0.937777778,0.004444444,"Gun Rights"
"Gun Rights",0.038961039,0.956709957,0.004329004,"Gun Rights"
"Gun Rights",0.072072072,0.923423423,0.004504505,"Gun Rights"
"Gun Rights",0.122270742,0.864628821,0.013100437,"Gun Rights"
"Gun Rights",0.016949153,0.961864407,0.021186441,"Gun Rights"
"Gun Rights",0.059322034,0.932203390,0.008474576,"Gun Rights"
"Gun Rights",0.041284404,0.954128440,0.004587156,"Gun Rights"
"Gun Rights",0.143478261,0.847826087,0.008695652,"Gun Rights"
"Gun Rights",0.090090090,0.900900901,0.009009009,"Gun Rights"
"Gun Rights",0.077253219,0.909871245,0.012875536,"Gun Rights"
"Gun Rights",0.215246637,0.775784753,0.008968610,"Gun Rights"
"Gun Rights",0.129807692,0.850961538,0.019230769,"Gun Rights"
"Gun Rights",0.029914530,0.927350427,0.042735043,"Gun Rights"
"Gun Rights",0.068062827,0.931937173,0.000000000,"Gun Rights"
"Gun Rights",0.069767442,0.916279070,0.013953488,"Gun Rights"
"Gun Rights",0.135514019,0.855140187,0.009345794,"Gun Rights"
"Gun Rights",0.047210300,0.939914163,0.012875536,"Gun Rights"
"Gun Rights",0.132420091,0.844748858,0.022831050,"Gun Rights"
"Gun Rights",0.098214286,0.897321429,0.004464286,"Gun Rights"
"Gun Rights",0.201754386,0.776315789,0.021929825,"Gun Rights"
"Gun Rights",0.117647059,0.882352941,0.000000000,"Gun Rights"
"Gun Rights",0.160000000,0.830000000,0.010000000,"Gun Rights"
"Gun Rights",0.035555556,0.964444444,0.000000000,"Gun Rights"
"Gun Rights",0.038461538,0.961538462,0.000000000,"Gun Rights"
"Gun Rights",0.109170306,0.886462882,0.004366812,"Gun Rights"
"Gun Rights",0.059633028,0.935779817,0.004587156,"Gun Rights"
"Gun Rights",0.123348018,0.867841410,0.008810573,"Gun Rights"
"Gun Rights",0.131578947,0.833333333,0.035087719,"Gun Rights"
"Gun Rights",0.013574661,0.977375566,0.009049774,"Gun Rights"
"Gun Rights",0.183035714,0.816964286,0.000000000,"Gun Rights"
"Gun Rights",0.053140097,0.942028986,0.004830918,"Gun Rights"
"Gun Rights",0.110619469,0.889380531,0.000000000,"Gun Rights"
"Gun Rights",0.050000000,0.940000000,0.010000000,"Gun Rights"
"Gun Rights",0.069958848,0.925925926,0.004115226,"Gun Rights"
"Gun Rights",0.071748879,0.928251121,0.000000000,"Gun Rights"
"Gun Rights",0.042452830,0.948113208,0.009433962,"Gun Rights"
"Gun Rights",0.097872340,0.893617021,0.008510638,"Gun Rights"
"Gun Rights",0.083333333,0.916666667,0.000000000,"Gun Rights"
"Gun Rights",0.179245283,0.820754717,0.000000000,"Gun Rights"
"Gun Rights",0.083333333,0.912280702,0.004385965,"Gun Rights"
"Gun Rights",0.074889868,0.925110132,0.000000000,"Gun Rights"
"Gun Rights",0.053811659,0.946188341,0.000000000,"Gun Rights"
"Gun Rights",0.049773756,0.936651584,0.013574661,"Gun Rights"
"Gun Rights",0.046511628,0.939534884,0.013953488,"Gun Rights"
"Gun Rights",0.059633028,0.940366972,0.000000000,"Gun Rights"
"Neither",0.017543860,0.021929825,0.960526316,"Neither"
"Neither",0.012552301,0.041841004,0.945606695,"Neither"
"Gun Control",0.825471698,0.169811321,0.004716981,"Gun Control"
"Gun Control",0.880165289,0.119834711,0.000000000,"Gun Control"
"Gun Control",0.762931034,0.219827586,0.017241379,"Gun Control"
"Gun Control",0.872037915,0.113744076,0.014218009,"Gun Control"
"Gun Control",0.852017937,0.125560538,0.022421525,"Gun Control"
"Gun Control",0.826086957,0.173913043,0.000000000,"Gun Control"
"Gun Control",0.913636364,0.072727273,0.013636364,"Gun Control"
"Gun Control",0.908695652,0.082608696,0.008695652,"Gun Control"
"Gun Control",0.805309735,0.154867257,0.039823009,"Gun Control"
"Gun Control",0.905982906,0.076923077,0.017094017,"Gun Control"
"Gun Control",0.907079646,0.092920354,0.000000000,"Gun Control"
"Gun Control",0.863636364,0.136363636,0.000000000,"Gun Control"
"Gun Control",0.894977169,0.105022831,0.000000000,"Gun Control"
"Gun Control",0.934883721,0.065116279,0.000000000,"Gun Control"
"Gun Control",0.866972477,0.119266055,0.013761468,"Gun Control"
"Gun Control",0.928571429,0.071428571,0.000000000,"Gun Control"
"Gun Control",0.820512821,0.170940171,0.008547009,"Gun Control"
"Gun Control",0.914414414,0.081081081,0.004504505,"Gun Control"
"Gun Control",0.873873874,0.108108108,0.018018018,"Gun Control"
"Gun Control",0.886255924,0.071090047,0.042654028,"Gun Control"
"Gun Control",0.832535885,0.138755981,0.028708134,"Gun Control"
"Gun Control",0.878378378,0.121621622,0.000000000,"Gun Control"
"Gun Control",0.851063830,0.144680851,0.004255319,"Gun Control"
"Gun Control",0.782407407,0.217592593,0.000000000,"Gun Control"
"Gun Control",0.742574257,0.242574257,0.014851485,"Gun Control"
"Gun Control",0.840909091,0.154545455,0.004545455,"Gun Control"
"Gun Control",0.864035088,0.122807018,0.013157895,"Gun Control"
"Gun Control",0.938524590,0.040983607,0.020491803,"Gun Control"
"Gun Control",0.933014354,0.066985646,0.000000000,"Gun Control"
"Gun Control",0.774774775,0.225225225,0.000000000,"Gun Control"
"Gun Control",0.935185185,0.060185185,0.004629630,"Gun Control"
"Gun Control",0.904306220,0.090909091,0.004784689,"Gun Control"
"Gun Control",0.742489270,0.244635193,0.012875536,"Gun Control"
"Gun Control",0.935483871,0.055299539,0.009216590,"Gun Control"
"Gun Control",0.801886792,0.160377358,0.037735849,"Gun Control"
"Gun Control",0.640692641,0.303030303,0.056277056,"Gun Control"
"Gun Control",0.822429907,0.168224299,0.009345794,"Gun Control"
"Gun Control",0.914414414,0.076576577,0.009009009,"Gun Control"
"Gun Control",0.822222222,0.168888889,0.008888889,"Gun Control"
"Gun Control",0.913043478,0.082608696,0.004347826,"Gun Control"
"Gun Control",0.865740741,0.134259259,0.000000000,"Gun Control"
"Gun Control",0.810344828,0.172413793,0.017241379,"Gun Control"
"Gun Control",0.907079646,0.092920354,0.000000000,"Gun Control"
"Gun Control",0.872037915,0.127962085,0.000000000,"Gun Control"
"Gun Control",0.909090909,0.090909091,0.000000000,"Gun Control"
"Gun Control",0.880382775,0.114832536,0.004784689,"Gun Control"
"Gun Control",0.923076923,0.055555556,0.021367521,"Gun Control"
"Gun Control",0.845188285,0.154811715,0.000000000,"Gun Control"
"Gun Control",0.947136564,0.039647577,0.013215859,"Gun Control"
"Gun Control",0.952789700,0.038626609,0.008583691,"Gun Control"
"Gun Control",0.854368932,0.135922330,0.009708738,"Gun Control"
"Gun Control",0.888888889,0.096618357,0.014492754,"Gun Control"
"Gun Control",0.953703704,0.037037037,0.009259259,"Gun Control"
"Gun Control",0.879464286,0.107142857,0.013392857,"Gun Control"
"Gun Control",0.965957447,0.034042553,0.000000000,"Gun Control"
"Gun Control",0.865116279,0.125581395,0.009302326,"Gun Control"
"Gun Control",0.933649289,0.061611374,0.004739336,"Gun Control"
"Gun Control",0.809734513,0.190265487,0.000000000,"Gun Control"
"Gun Control",0.917808219,0.077625571,0.004566210,"Gun Control"
"Gun Control",0.802575107,0.188841202,0.008583691,"Gun Control"
