hashtags,user_desc,text,Category
['NRA'],"Serious non-conformist, CFA, CMT, loves boxing,NBA,soccer. All views are my own.","b'@EWErickson @DavidAFrench @Delta @NRA Assuming delta is on the side of the belief that the gun laws in US is the primary reason behind the school shootings in US and the #NRA the culprit behind those laws, r u really saying delta made a mistake by choosing to save kids lives vs profits. Just can\xe2\x80\x99t see any other way'",Gun Control
['NRA'],"Just an average guy from CA.
#photography #mylabslife #TYTlive #progressive #Universalist",b'@jonathanvswan @kylegriffin1 Did these conversations come up after he had lunch with the #NRA?',Gun Control
"['GOP', 'parklandshooting', 'NRA']","Longhorns Ex & fan, Geologist B.S., wildcatter, finder of oil fields, bandwagon cowboys fan, snarkalicious, planter of enduring, resistive seeds;)","b""So it begins... #GOP will have to reaffirm for whom they serve, or don't?  Not holding my breath.  Dems introduce bill banning assault weapons https://t.co/8m87zEC3Mn  #parklandshooting   #NRA @NRA""",Gun Control
"['NRA', 'NRABloodMoney']","Calling out lies of the @realdonaldtrump fascist regime, the corrupt @GOP and fake #foxnews whenever I can in a snarky somewhat funny way. ÃƒÂ°Ã…Â¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â¬","b""@CaseyCagle @Delta @NRA How is making a choice to support or not support another organization an attack against conservatives? @NRA has nothing to do with 2nd amendment and only want to help sell guns for that industry. So are you that much in #NRA 's pocket? #NRABloodMoney""",Gun Control
"['NRA', 'danaloeschnrashill', 'youhavenosoul']",,"b'@NRATV @DLoesch You and the NRA are exactly what you accuse \xe2\x80\x9cthem\xe2\x80\x9d of....YOUR time is running out. We reject YOU, Dana Loesch. You are not America anymore. #NRA #danaloeschnrashill #youhavenosoul'",Gun Control
['NRA'],"Educated in IL, WI & MN. Live in Oregon, WI. A fierce sense of fairness. I love education. Former teacher and finan. spec. Believe in cellular memory healing.",b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5Can we despise the #NRA more than we already do? https://t.co/Qmgx0Z7QfQ',Gun Control
['GunControl'],"English,80s child/Surviving cancer, UK/USA politics-centre right- Arsenal FC/90s trance/metal/poems/ civil conversation/banter-not a fan of ideologies","b""@Van2Productions I did, i don't like pieces of shit guttersnipe trash like @voxdotcom trying to emotionally blackmail people with cancer to press #GunControl considering that piece of shit disease nearly killed me!""",Gun Control
"['ResignSheriffIsrael', 'CNN', 'SheriffIsrael', 'Parkland', 'NRA']",,"b""I'm SHOCKED @jaketapper was tough with Sheriff Isreal! It's about time you act less biased! #ResignSheriffIsrael #CNN #SheriffIsrael #Parkland #NRA""",Gun Control
"['NRA', 'BoycottNRASponsors']",You know when it says ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œdonÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢t think too hardÃƒÂ¢Ã¢â€šÂ¬Ã‚Â? I usually donÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢t listen. Be #TheResistance,b'@johnhancockusa @Reuters Can you explain your relationship with the #NRA?\n#BoycottNRASponsors',Gun Control
['NRA'],"Writer, Event Producer, Idea Guy, Political Junkie |Former SVP Macy's Parade & Entertainment Group |VP Creative Director Macy's |Copy Chief Bergdorf's |VP@GREY","b'@Delta  Stand strong against the petty threats of the local Georgia politicians. Severing ties with the #NRA was the right thing to do. You hold all the cards. I\xe2\x80\x99m sure Dallas, Miami or Charlotte would welcome you.'",Gun Control
"['NRA', 'DanaLoesch']",#GreenGuru #electriccars #solar #cleantech #hyperloop #teslaupgrades,"b'@BettyBowers And you should see the huge home the #NRA just bought for #DanaLoesch, Betty! https://t.co/In5wrZnAN0'",Gun Control
"['NRA', 'DanaLoesch', 'NRA']",Resistance Organizer #UnitedBlue https://t.co/xdhYM8QhAA #StillWithHer #TheResistance #ÃŽÂ©,"b""#NRA spokeswoman #DanaLoesch\nAs even gun shows ban AR-15s, the #NRA crowd jeers veterans and screams about their 'rights' https://t.co/biQ8wsCIVk""",Gun Control
"['GunControl', 'ParklandSchool', 'poll', 'CNN']","Ken Feltman, former chairman of Radnor Inc., was president of the International Association of Political Consultants & American League of Lobbyists, Washington.",b'Poll: Seven in 10 favor tighter gun laws in wake of Parkland shooting. #GunControl #ParklandSchool #poll #CNN  @scoopit https://t.co/hicU9MFKcv',Gun Control
"['guncontrol', 'virtualschoolanyone']","Most honest, loyal fun person to know. Love the Lord, smart friend to have will research everything and enjoy doing it.",b'Home schooling never looked so good. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x99\x87\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f#guncontrol #virtualschoolanyone',Gun Control
"['MAGA', 'indict', 'impeach', 'boycott', 'NRA', 'NeverAgain', 'MarchForOurLives', 'Resist', 'Trump']",,"b""#MAGA! UH-OH,turns out our MORON-n-CHIEF(per RexT) stil DSN'T KNOW DIFF betw No.&amp;So. KOREA--DOH! #indict #impeach @POTUS 44 1/4! #boycott @realDonaldTrump #NRA #NeverAgain #MarchForOurLives 3/24! #Resist #Trump @CNN @MSNBC @CNBC @AP @NBCNews @BarackObama @ericgarland @NancyPelosi https://t.co/1gS0PwzT4u""",Gun Control
['NRA'],"Thinking about good strategy, food, beer and brands all the time.","b'A PR crisis? An existential one I think.  For the #NRA\n\n\xe2\x80\x9cBut by lashing out at anyone and everyone \xe2\x80\x93 especially children \xe2\x80\x93 in DEFCON 1 attack mode, the NRA is resembling a drowning man who is flailing for anything he can reach\xe2\x80\x9d https://t.co/0e53vlgvY9'",Gun Control
['NRA'],"#TheResistance #FBR #Resist . . . . . . . . Artist, progressive, & a little eccentric",b'@NRATV @DLoesch The #NRA is not the victim. They are perpetrators. \n\nStudents at Columbine were victims. \n\nThe little children at Sandy Hook were victims. \n\nThe movie goers in Aurora were victims. \n\nThe concert goers in Las Vegas were victims. \n\nStudents from Parkland are the change we need. https://t.co/qZYinubWvE',Gun Control
"['BoycottNRA', 'NRA']",hi Folks IÃ¢â‚¬â„¢m on a mission. IÃ¢â‚¬â„¢m sick of the NRA! there are 365 million people who live in the USA. There are only 5 million members in the NRA. wow.,b'I\xe2\x80\x99m 100 percent with the kids. We are gonna change the next election. Screw our elected officials. #BoycottNRA #NRA  https://t.co/r1Eup0APT7',Gun Control
['guncontrol'],"If I debate your position, remember: I'm not mad, I'm just disappointed.  The truth shall set you free. #TheResistance

Writer, director, animator","b""Banning the purchase of guns with credit cards? A good idea. #guncontrol\n\nTen Things You Can't (Easily) Buy With Credit Cards |  https://t.co/hr0NIZD9O8""",Gun Control
"['GunControl', 'NRA', 'USA', 'STOPCOMPLAININGAMERICA']","Certified Catastrophic Emergency Services Experience advisor Bachelors degree I know what I do
Siempre aparezco en la emergencia como Casper",b'#GunControl #NRA #USA \n\nHERE YOUR NEW HASHTAG......#STOPCOMPLAININGAMERICA https://t.co/oGxnYp9fBr',Gun Control
"['NRABloodMoney', 'NRA', 'MAGA']",My Tweets R just my opinions & appear 2 be true 2 me. Some R simply humor. NO RUSSIAN/TRUMP TROLLS! #NRABloodMoney #Resist #TheResistance #NeverAgain,b'@elizacollins1 @SpeakerRyan This is what you get when the Speaker of the House takes #NRABloodMoney from the #NRA. \n\nThis is not the action of someone that claims he wants to #MAGA.\n\nHe wants to take away your Social Security &amp; Medicare but leave you with an Assault Rifle.\n\nSounds Dangerous to me. https://t.co/bzrtNaSnzW',Gun Control
"['GunContolNow', 'gunsense', 'GunControl', 'SensibleGunControl', 'ParklandShooting', 'ParklandSchoolShooting', 'NRA']",I'm a Stand-Up Comedian who also likes to sit down.,b'How does sharing a photo of an AR-15 doing the dishes show me you are a responsible gun owner? #GunContolNow #gunsense #GunControl #SensibleGunControl #ParklandShooting #ParklandSchoolShooting #NRA',Gun Control
"['GunControl', 'TeachersAndGunsDontMix']",Indie artist - Songwriter - Musician -  Voice over - Media producer,"b'Arming teachers doesn\xe2\x80\x99t seem to be the answer. May as well have police get education degrees. These are way different characteristics, skills, and attributes. There may be exceptions but, I can\xe2\x80\x99t think of any... personally. #GunControl #TeachersAndGunsDontMix'",Gun Control
"['MorningJoe', 'nra']",,"b""#MorningJoe \nYesterday- delta cuts ties w/ #nra  'corporations have a public duty to stand up for public safety'\n\nToday - Georgia senate stops delta tax breaks ...'corporations are private companies and can do anything they want'""",Gun Control
"['NRA', 'DELTA']","Things I do: drink, know things, the art, the podcast. Also @mikedoesart & formerly @theadamduritz.
https://t.co/tovnC8Y9YI.
https://t.co/k2zEUBwcNB.",b'Asking a group of people to pay the same rate as everyone else is somehow punishing them? #NRA #DELTA.',Gun Control
['NRA'],"Halli hosts TALKish PODCAST listen, sip a glass of wine and live, laugh, love! https://t.co/jJf3DaaLXV",b'Kill the #NRA \xf0\x9f\x94\xabhttps://t.co/LeeGavMqS5 https://t.co/muWRZXhLoZ',Gun Control
"['guncontrol', 'guns']","Im a Massage Therapist/ healer I rescue small animals,I Write poems & words 4 Music, I Luv Art, I paint nature scenes Make live air plant art & love Keto diet",b'@jeremyhoman @marcorubio You may disagree but I think there needs to be tight laws on #guncontrol for criminals of all kinds and anyone who\xe2\x80\x99s on phyco drugs or has mental health issues I wouldn\xe2\x80\x99t own a gun not because I\xe2\x80\x99m a criminal but on phyco meds! It\xe2\x80\x99s not #guns it\xe2\x80\x99s people!',Gun Control
['NRA'],,"b'@chelseahandler You are a disgusting human being. How dare you accuse me, an #NRA member, of having blood on my hands. As if my firearms magically jumped out of my gun closet, flew all the fucking way out to fucking Florida and committed that atrocity. GFYS'",Gun Rights
"['NRAFORLIFE', 'NRAmazon', 'NRABoycott', 'NRADONATIONS', 'NRA']",Nonya,"b'@nra_nusa I never paid much Attention or used the NRA discounts afforded to me, but going forward they will be my first and only choice if at ALL POSSIBLE. #NRAFORLIFE \n#NRAmazon #NRABoycott \n#NRADONATIONS #NRA'",Gun Rights
"['GunControl', 'MagazineLimits', 'ClipLimits']","Life is just wonderful!
RT ÃƒÂ¢Ã¢â‚¬Â°Ã‚Â  endorsement",b'Is this a good enough reason not to limit clip size for law abiding citizens? Huh @NYGovCuomo?\n\n#GunControl\n#MagazineLimits\n#ClipLimits https://t.co/SHgCgzKb4O',Gun Rights
"['Military', 'NRA']",RUBRO-NEGRO!CARIOCA USMCVET SEMPER FI #Catholic #ProudAmerican#ProudItalian #BrazilianNuts  Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸Ã°Å¸â€¡Â§Ã°Å¸â€¡Â·Ã°Å¸â€¡Â®Ã°Å¸â€¡Â¹ BrazilianGracieJiu-Jitsu BlackBelt6th  ANTI PT #NRA MITO18,"b'Oscar is a self promotional party among the liberal aliens\nThe world is on fire,people being massacred and enslaved in neo-communist dictatorships and these assholes do this ode to lust making the art of Cinema a supporting actor. #Military #NRA @USMC @USNavy @USAF @jairbolsonaro https://t.co/JpYqTtTqXO'",Gun Rights
['NRA'],Political Science grad,"b'Claiming that someone is part of an \xe2\x80\x98elite\xe2\x80\x99 simply courtesy of their income is so stupid. Wayne LaPierre might be dumb for talking about \xe2\x80\x98elites\xe2\x80\x99 trying to take his guns, but he\xe2\x80\x99s certainly not hypocritical. #NRA'",Gun Rights
"['LiberalLogic', 'guncontrol', 'AbortionIsMurder', 'LiberalismIsAMentalDisorder', 'NRA']","#Christian #MAGA #ccot ÃƒÂ¢Ã‚ÂÃ‚Â¤GodÃƒÂ¢Ã…â€œÃ‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â& USAÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â¸. A 25yr ÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Âº media veteran & political newshound, always ready to lift a leg on MSM STOP #IslamicSocialism","b""#LiberalLogic  #guncontrol #AbortionIsMurder #LiberalismIsAMentalDisorder #NRA That's right, Liberals, you just keep telling Conservatives we don't care about kids while you're killing hundreds of thousands of babies every year. https://t.co/H3j27TZIDI""",Gun Rights
['NRA'],Congressional Switchboard: 202-224-3121 for both chambers:Have zipcode for mbr area. VOTE BLUE https://t.co/rx7qjByvZ4,"b'@bathoryduck @peppersandeggs With ya, man. \xf0\x9f\x96\x95\xf0\x9f\x8f\xbd#NRA'",Gun Rights
['NRA'],"Blue collar,hard working tax payer who wants his freedom.","b""@Donewfh @Aaron_Rinteln @JWSNMNJ @MikeC1163 @iVoteAmerica @AnnCoulter @united And if an armed #NRA member had been on board, it would'nt have happened...jus sayin'""",Gun Rights
"['MorningJoe', 'NRA']","love life and wish everyone would have a positive view, hate political zealots that exploit human weakness with freebies for the purpose of elevating themselves","b'Because these people on #MorningJoe give 1 sided opinions, refuse dialog on protecting our schools to promote a gun grab, many have joined the #NRA and I became a life member,, CARRY ON!!!'",Gun Rights
"['NRA', 'BOYCOTDELTA']",People smile when the sun rises- Spanish Proverb,b'@ajc @Delta reinstate your discount for #NRA members or face a MASSIVE BOYCOTT!!!!!\n##BOYCOTDELTA',Gun Rights
"['NRA', '2ndAmendment', '2AShallNotBeInfringed']",Nibbling away at your narrative,b'The Nomenklatura and their effete lackeys make no bones about letting you know what they think of your rights. #NRA #2ndAmendment #2AShallNotBeInfringed https://t.co/ZBSmlled8x',Gun Rights
['NRA'],Software developer and IT consultant,"b'With all this talk about banning firearms, I just had a thought. Four deputies were afraid to enter a building where there was a single 19 year old armed with an AR-15. How do they plan to disarm millions of well trained marksmen? #NRA'",Gun Rights
"['tcot', 'NRA', 'PJNET', 'RedNationRising', 'guncontrol', 'ItTakesAFamily']",National Grassroots Co-Director Patriot Voices.Christian blue collar culture warrior Followed by @RickSantorum https://t.co/zSybzVwCYD https://t.co/LyjlY3cN6h,"b'NRA Member @RickSantorum  Slaps Down Gun Control Measures, Focuses on Family Breakdown... https://t.co/svEQ95zHYm #tcot #NRA #PJNET #RedNationRising #guncontrol #ItTakesAFamily'",Gun Rights
"['ericgarner', 'takeastand', 'NRA']",sorry for my sins. :P,b'Latino advocacy groups refuse to have an honest chat on immigration #ericgarner #takeastand #NRA',Gun Rights
"['nra', 'NRALifeMember', 'NRAStrong', 'maga']",No. 1 LSU fan!! Geaux Tigers!! Providing For The Community And The World. ÃƒÂ°Ã…Â¸Ã¢â‚¬â„¢Ã‚Â¯% Trump supporter. HRC would have destroyed ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â¸ Trump 2024!!,b'Has anybody ever noticed there is a hidden arrow between the \xe2\x80\x9cE\xe2\x80\x9d and \xe2\x80\x9cx\xe2\x80\x9d. Pretty cool!! Oh and I\xe2\x80\x99m proud of @FedEx for \xe2\x80\x9csticking to their guns.\xe2\x80\x9d Don\xe2\x80\x99t let the Left try to guilt you into dropping the @NRA.  #nra #NRALifeMember #NRAStrong @DLoesch #maga https://t.co/4Ca6PjvOTD',Gun Rights
"['illegals', 'Dreamers', 'Nightmares', 'MAGA', 'QAnon', 'AlienArmy', 'NRA', 'SchoolShootings']","Widower, father of three grown adults -- Been that. Done there. #Hashtag
I #Homeshooled those three too.","b""A truck didn't kill Colts player Jackson on its own.\nA gun didn't kill K. Steinle on its own.\nMachetes don't attack people on their own.\n#illegals DID all those things ON THEIR OWN.\n#Dreamers are #Nightmares\n#MAGA #QAnon #AlienArmy\n#NRA #SchoolShootings\nhttps://t.co/pZQkORTz0u""",Gun Rights
"['NRA', '2ndAmendment']","Official Twitter for Solo Artist/Guitarist of #CATALANO  #CancerSurvivor #Hodgkinslymphoma #Gymrat  Fitness, Motorcycles, Guns, love life Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸Ã¢Å“ÂÃ¯Â¸Â#MAGA Ã°Å¸â€˜Å ","b""It's time to take action. If you believe in your second amendment rights you need to take action now!! AR-15's have been attacked and now they are going after a ban that will effect hand guns. Get involved! #NRA #2ndAmendment \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x91\x8a\nhttps://t.co/V1eCVE0DHT""",Gun Rights
['NRA'],I enjoy creating graphics and applying them to @ZAZZLE items. 5000+ Home Decor and Gift items at https://t.co/0Cg6HnKcGw,b'@FoxNews @Eaa7110 @TomiLahren The gun in our hand is our last line of defense. #NRA Forever!',Gun Rights
['NRA'],,"b""Looking at all of my uncle's angry left wing Facebook posts about AR15's while im sitting in my dinning room building one. Puts a smile on my face and a song in my heart #NRA""",Gun Rights
['NRA'],I've been #feeding #homeless #cats for 11+ #years after moving to an area that had 50+ homeless cats.  I couldn't let them go hungry.,"b""@LaurenRoseUltra @davidhogg111 @realDonaldTrump I renewed my #NRA membership two days ago.  We need armed security protecting our schools, just as we have armed security protecting our president and Congress.  Taking away people's constitutional rights is not an option.""",Gun Rights
"['NRA', 'Psychiatric']","Conservative junkie, researcher, military family, Christian. Worked campaigns in CA , TX. Helping to shine light on news and legislation. .",b'Not just guns - School Shooters &amp; Stabbings Committed by those on Psychiatric Drugs | CCHR International -  Keeping silent too long on big Pharma -  https://t.co/2kW05z4fqz   #NRA #Psychiatric',Gun Rights
['NRA'],"Pro-God, Pro-Life, Pro-2A, & Pro-Trump! Retired Master Sgt: 22 yr USAF Enlisted Aircrew: Desert Storm, Iraq, & Afghanistan Vet. Lifetime NRA & VFW Mbr. ÃƒÂ¢Ã…â€œÃ‚ÂÃƒÂ¯Ã‚Â¸Ã‚Â ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â¸",b'Sorry... the word \xe2\x80\x9cban\xe2\x80\x9d doesn\xe2\x80\x99t fit well with me and my 2nd Amendment rights which \xe2\x80\x9c...shall not be infringed.\xe2\x80\x9d @FedEx has already stood with American values &amp; the side of reason. Who is really using bully tactics @davidhogg111 You\xe2\x80\x99re not going to bully me out of my rights! #NRA https://t.co/izGoo8ocq4',Gun Rights
['guncontrol'],"Things that put my fluffy tail on high alert are feminism, SJW, other forms of stupidity. Combat Vet, https://t.co/UiETGwiI3gÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦","b""I'm a sibling of a school shooting survivor. Fuck this #guncontrol bullshit!!!!""",Gun Rights
['NRA'],"Just an Average, Proud American trying to filter out all the noise and focus on what's important: God, Family, Friends & Country.","b'The Radical Liberal Extremists us #NRA to push their ""Gun Control"" talking point.\n\nThey rely on Libs to stay dumb, don\'t look into what NRA is or does. Don\'t ask what Gun Control means.\n\nLiberal Propaganda https://t.co/0H3RCCQmiZ'",Gun Rights
"['MAGA', '2ndAmendment', 'Trump2020', 'NoAmnesty', 'NoDACA', 'Constitution', 'NRA', 'liberty', 'ProLife', 'AmericaFirst']","Trump is my President. #TrumpTrain

@POTUS Trump will preserve & protect our nation. MAGAÃ°Å¸â€”Â½USAÃ°Å¸â€”Â½

Ã°Å¸â€˜ÂUFCÃ°Å¸â€˜Â

Suio-ryu Iai Kenpo

https://t.co/Afao4IgTBs","b""Now Mueller Investigates Trump's stroll to the can. \n#MAGA #2ndAmendment  #Trump2020 #NoAmnesty #NoDACA #Constitution #NRA #liberty #ProLife #AmericaFirst\nhttps://t.co/QbJSTpz4G8""",Gun Rights
"['NRA', 'gunrights', 'MILLENIALS', 'POTUS']","Easily amused.  Artist who loves politics, fashion, good writing, movie addict, music, and architecture",b'#NRA #gunrights newest poll: 65% of millennials WANT THEIR GUNS... GO #MILLENIALS!!! SMART.. #POTUS https://t.co/ZiMuHcUIM4',Gun Rights
"['NRA', 'DavidHogg', 'Liberals', 'March1NRABoycott']","I believe in Jesus, Pro Gun, Constitution, Military family, Military supporter. Islam gets no consideration here!! #CruzCrew",b'Joining the #NRA today in honor of #DavidHogg and #Liberals everywhere  #March1NRABoycott',Gun Rights
"['GunControl', '2A', 'GunControlNow']",,"b'Imagine thinking that if the army took over with their assault weapons, tanks, drones, billions of dollars and highly trained deadly soldiers, you could do something to stop them with your couple of pistols and a hunting rifle.\n\nAstounding. #GunControl #2A #GunControlNow'",Gun Rights
"['NRA', 'DCSwamp']",I'm going full Lenny Bruce now. No holds barred. Every Rose Has its Thorns.,"b'I don\'t own a gun but I respect the #NRA members. Not too crazy about their corporate sponsors, but hell all our politicians are ""Sponsored"" by them! #DCSwamp https://t.co/unG3z747BM'",Gun Rights
['NRA'],Let me adjust my crown and get my day startedÃ¢â„¢â€¢  I voted for Trump. I support him. I'm not here to debate liberals because I'm not the jackass whisperer.,"b'@NRATV @DLoesch I became an #NRA member for the first time and I encourage ALL 2nd Amendment supporters to do the same.\n\n500,000 NEW members since the Parkland Shooting.'",Gun Rights
['nra'],"We're a team of creatives from eclectic backgrounds who have come together to serve up a few glasses of ideas. 
Work together?
 https://t.co/18P98dpyjx","b""An NRA employee accidentally shot himself at the organization's headquarters https://t.co/giTR2g4OSA #nra""",Gun Rights
"['NRA', 'MAGA']","Retired 24 year US Military Veteran. Have been a musician since the age of 22. Write and record music - Blues, Blues/Rock and Jazz. Play live Jams when able!",b'@RealAlexJones @ousoonerchief @davidhogg111 is just a punk! Not worth anyone\xe2\x80\x99s time! He\xe2\x80\x99s no better than a school yard bully! Propped up by fake news cnn! Go sit down we\xe2\x80\x99re tired of your whining! #NRA #MAGA',Gun Rights
"['feds', 'nra']","#Amwriting #humor FREAKS I'VE MET-Foreword Rev #Book of Year Finalist,SF now in #paradise known as #Portland, currently working on 2nd #novel @GonzagaU alum",b'Ummm @FedEx everyone knows your brand was bolstered by allowing weed to travel unchecked by the #feds. So I\xe2\x80\x99m baffled of your #nra support. Get on the right side of evolution @nytimes @sfgate @Oregonian',Gun Rights
"['Mother', 'NRA']","Proud American citizen who values democracy, honesty, decency and diversity",b'#Mother knows best | The #NRA\xe2\x80\x99s Worst Nightmare Is America\xe2\x80\x99s Moms https://t.co/Af8Z3VikCy via @thedailybeast',Gun Rights
['NRA'],"Proud deplorable! I believe in freedom, independence, conservative agenda and smaller government. Love Pirates baseball & former Dallas Cowboys fan!","b'@notputinupwidis @JuddLegum @amazon @Amazon knows better than to wade into the political arena. BTW, none of this hurts the #NRA even remotely. If it wasn\xe2\x80\x99t so ridiculous it would be funny!'",Gun Rights
"['NRA', 'FedEx', 'SMH', 'UPS', 'USPS', 'DHL']",Managing Partner: OBSERVATORY. Emmy nominated Producer of Netflix #AMANDAKNOX. Director/Producer #EUROTRUMP & EP @Freedom4thewolf. @Penn & @UniofOxford alum.,"b""ALSO, why the fuck do #NRA members get discounts on #FedEx but I don't? #SMH \xf0\x9f\xa4\x94\xe2\x80\x83\nNext time I'm using:#UPS #USPS #DHL https://t.co/HZ4BDRDTsu""",Gun Rights
"['Obama', 'ericholder', 'PromiseProgram', 'nra']","Just a fun loving American afraid of the direction this country is with these nutjub liberals being crazy hypocrites. Freedom of Speech!!! Stupid SJW, suck it!","b'Just when you think #Obama &amp; #ericholder can\xe2\x80\x99t ruin this country anymore, out comes the #PromiseProgram to not get the authorities involved to help keep minorities from getting a criminal record to help statistics &amp; political correctness. Thank you @BarackObama for sucking. #nra'",Gun Rights
"['CrisisActors', 'FalseFlag', 'MAGA', 'QAnon', 'Qanon8chan', 'Parkland', 'neveragain', 'NRA', 'FF']","Ordinary average guy. I like guns ,apple pie and Donald Trump is my president",b'#CrisisActors #FalseFlag #MAGA #QAnon #Qanon8chan #Parkland #neveragain .. This is the wasted voice not saying one single thing that will ever stop another school shooting. #NRA is his target? @realDonaldTrump  please tell me the military is doing the investigation on this #FF https://t.co/liDbmIIo7R',Gun Rights
['NRA'],"An organization, if biased in favor of foreigners, is, by definition, biased against Non-Foreigners (Citizens); YES, I mean YOU @DNC. -Proud #NRA member",b'@newzealblog Training black people in use of guns for self defense from KKK is one thing #NRA did that Democrats must really hate.',Gun Rights
"['NRA', 'BoycottNRASponsors']","The best there is, the best there was, the best there ever will be","b'Dear @Avis, after being a loyal member for almost 12 years, I will no longer need you due to you having the complete lack of proverbial testicular fortitude #NRA #BoycottNRASponsors I refuse to support corporate sell outs who cow tow to the pressures of the ignorant'",Gun Rights
"['NRA', 'GeorgiaPeaches']",,b'@Delta @NRA I seem to have lost some money.   @Delta have you seen it?  I heard you lost your $40 million too!!  Hahahaha!!!  #NRA #GeorgiaPeaches',Gun Rights
"['2A', 'NRA', 'CT']",#1 instructor of Basic Pistol Safety. Follow us for class information as well as local Firearm News in CT. #NRA #CCDL #CCW,b'Data: Connecticut\xe2\x80\x99s many firearms laws https://t.co/bNIf9EhNDI #2A #NRA #CT https://t.co/TUELRNuMOu',Gun Rights
['NRA'],"Advising & training Democrats/progressive groups to communicate effectively with voters, donors, stakeholders & reporters. #PR #MediaRelations #communications","b""@radiochick841 @anteksiler Well,  you know they're Iowans. #NRA""",Gun Rights
['NRA'],"Former (D)/(R) come together to watch Donald Trump destroy the failed two party system. 
https://t.co/txlfuAYVVC","b'@chiIIum @TIME @NRA Are you implying that in their giddiness to disparage the #NRA, @Time neglected to fully vet the story for accuracy? Shocked!'",Gun Rights
"['NRA', '2A', 'guns', 'JoinTheNRA', 'FloridaSchoolShooting', 'Parkland', 'gunsense']",Proud Conservative Woman Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸ I'm here to debate liberals because I'm the jackass whisperer. Obsessed w/ Civil War History / Proud Labrador Mommy Ã¢ÂÂ¤Ã¯Â¸Â #NRA #2A,"b""Florida Billboard Slams NRA As 'Terrorist Organization\xe2\x80\x99\n\n5 million Americans and many foreign people from all walks of life are the NRA, as well as me, and I've never had so much as a speeding ticket.\n\n#NRA #2A #guns\n#JoinTheNRA \n#FloridaSchoolShooting \n#Parkland  \n#gunsense \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/sMqCN4VV2h""",Gun Rights
['NRA'],Justice comes to all ..soon Lord #MAGA all the way!  God bless the #NRA,b'@Shields245AM #NRA  is more powerful than ever because you gun grabbers never approach important issues with any honesty or fairness.',Gun Rights
"['NRA', 'proptectourrights']",,b'@StephenAtHome @StephenAtHome just curious where does the constitution give the right to own or buy or drive a car? #NRA #proptectourrights',Gun Rights
['NRA'],Proudly blocked by child abuser @rosie. https://t.co/rLEUtGEYSM,b'@DLoesch @JPokone Be strong. The haters will always hate. #NRA helping keep USA free!',Gun Rights
"['NRA', 'BlackGunsMatter']",Ã¢â‚¬Å“The universe is so hostile. So impersonal. Devour to survive. So it is. So itÃ¢â‚¬â„¢s always been.Ã¢â‚¬Â ~ TOOL,"b'Black Woman Defends the #NRA, Claims Organization Was Founded to Arm Blacks Against the KKK https://t.co/YjjqZW6CJQ #BlackGunsMatter  https://t.co/YjjqZW6CJQ'",Gun Rights
"['I_Think_Therefore_I_Am_', 'NYTimes', 'NRA', 'Good_Man_vs_Bad_Man_With_A_Gun', 'Constitutional_Rights', 'ConspiracyTheories', 'Globalwarming', 'Globalwarming_During_A_Global_Cooling_Phase', 'Contrails', 'Ch']","The 'Net is a waste of time, and that's exactly what's right about it.",b'RT @William_Perrigo: UBIQUITY is the new science. #I_Think_Therefore_I_Am_(a_dying_skill) #NYTimes #NRA #Good_Man_vs_Bad_Man_With_A_Gun  #Constitutional_Rights #ConspiracyTheories #Globalwarming #Globalwarming_During_A_Global_Cooling_Phase #Contrails #Ch\xe2\x80\xa6 https://t.co/uhR7SVo2vu',Gun Rights
